transaction_id,amfi_code,investor_id,transaction_type,amount,transaction_date,kyc_status
TXN448151,100044,INV5021,SIP,29052.52,2023-06-09,Unknown
TXN682385,100047,INV2255,SIP,92449.88,2023-04-22,Pending
TXN484990,100029,INV8606,Redemption,47935.59,2023-09-21,Pending
TXN554532,100043,INV7958,Redemption,94296.82,2023-09-17,Unknown
TXN472761,100064,INV6187,Redemption,76870.27,2023-11-05,Rejected
TXN720027,100077,INV9570,Lumpsum,97306.77,2023-12-16,Verified
TXN430107,100079,INV1968,Lumpsum,35996.7,2023-06-01,Verified
TXN524683,100064,INV6458,SIP,8286.63,2023-12-19,Rejected
TXN273293,100067,INV3563,SIP,66832.08,2023-05-26,Pending
TXN575790,100032,INV1560,Redemption,42729.11,2023-12-14,Verified
TXN683377,100057,INV6179,SIP,97813.22,2023-03-05,Unknown
TXN368356,100035,INV3495,SIP,27990.2,2023-02-28,Pending
TXN845454,100080,INV8202,SIP,3797.93,2023-05-12,Pending
TXN645171,100030,INV6587,Redemption,38249.15,2023-03-03,Rejected
TXN198003,100068,INV8305,SIP,64946.46,2023-09-21,Unknown
TXN484473,100079,INV4206,SIP,23853.33,2023-08-21,Rejected
TXN673465,100041,INV4843,Redemption,61812.7,2023-01-20,Rejected
TXN356047,100036,INV3008,Lumpsum,56249.59,2023-11-11,Rejected
TXN366460,100054,INV6802,Redemption,58258.59,2023-12-17,Unknown
TXN199442,100065,INV9904,Lumpsum,50200.42,2023-08-07,Pending
TXN748817,100041,INV8591,Lumpsum,23921.08,2023-09-22,Unknown
TXN710897,100030,INV6907,Redemption,5430.5,2023-10-30,Verified
TXN459809,100038,INV2644,Lumpsum,71013.43,2023-10-24,Verified
TXN485621,100046,INV6054,Lumpsum,77980.53,2023-05-29,Rejected
TXN951821,100053,INV2923,Lumpsum,13764.23,2023-06-15,Pending
TXN872016,100028,INV1548,SIP,77105.28,2023-06-30,Unknown
TXN652761,100059,INV8591,Redemption,92600.51,2023-01-15,Rejected
TXN428351,100085,INV5162,Lumpsum,13330.42,2023-05-23,Verified
TXN656985,100041,INV9897,SIP,80073.38,2023-01-13,Rejected
TXN820332,100057,INV3338,Redemption,77715.29,2023-11-21,Verified
TXN362192,100034,INV9461,SIP,90611.0,2023-10-24,Verified
TXN931422,100058,INV6719,SIP,85434.69,2023-03-26,Unknown
TXN754106,100053,INV8941,Lumpsum,48113.25,2023-02-11,Rejected
TXN300582,100052,INV3974,Lumpsum,52227.48,2023-06-16,Rejected
TXN174976,100041,INV2566,Lumpsum,80204.95,2023-05-30,Pending
TXN557375,100038,INV3686,Redemption,98279.3,2023-04-09,Unknown
TXN945236,100041,INV9014,SIP,47885.45,2023-02-17,Unknown
TXN340334,100060,INV4912,Lumpsum,10472.75,2023-04-14,Pending
TXN172124,100060,INV5074,Lumpsum,21916.18,2023-01-06,Unknown
TXN966775,100031,INV7851,Redemption,83612.32,2023-04-01,Verified
TXN664349,100032,INV6077,Redemption,74520.5,2023-04-08,Rejected
TXN952280,100062,INV6110,SIP,38351.71,2023-11-02,Pending
TXN318237,100080,INV5649,SIP,82934.51,2023-12-05,Pending
TXN515699,100077,INV9858,Redemption,77801.59,2023-06-21,Rejected
TXN322260,100056,INV3626,Redemption,89678.92,2023-09-23,Pending
TXN502421,100043,INV6051,Redemption,15688.95,2023-11-14,Verified
TXN825516,100077,INV2147,SIP,1198.26,2023-04-08,Unknown
TXN965513,100029,INV9407,Lumpsum,31894.35,2023-04-29,Pending
TXN195345,100064,INV9283,Lumpsum,17659.07,2023-05-11,Verified
TXN934462,100027,INV2280,Lumpsum,52902.12,2023-08-09,Unknown
TXN335008,100038,INV6523,Redemption,80067.38,2023-09-10,Rejected
TXN876689,100038,INV5991,Redemption,26946.69,2023-01-07,Pending
TXN751092,100060,INV7583,Redemption,33951.95,2023-05-25,Rejected
TXN599041,100067,INV1874,Lumpsum,91823.15,2023-09-11,Rejected
TXN493649,100028,INV4184,SIP,48474.35,2023-08-15,Verified
TXN939636,100038,INV4276,SIP,36813.95,2023-02-05,Unknown
TXN896788,100086,INV6107,Lumpsum,79842.59,2023-10-19,Pending
TXN198397,100085,INV3028,Lumpsum,56750.96,2023-04-13,Unknown
TXN383993,100081,INV1700,SIP,59627.69,2023-06-05,Pending
TXN934903,100077,INV5676,SIP,1335.81,2023-06-20,Verified
TXN208558,100046,INV2209,Lumpsum,99400.84,2023-04-20,Rejected
TXN884156,100080,INV4812,Lumpsum,16643.2,2023-01-12,Rejected
TXN923165,100082,INV6496,SIP,78772.78,2023-09-18,Verified
TXN323325,100028,INV7896,SIP,51718.57,2023-09-25,Pending
TXN168062,100044,INV1039,Lumpsum,52697.53,2023-07-18,Pending
TXN856840,100062,INV6644,SIP,96079.07,2023-03-15,Rejected
TXN694017,100044,INV7342,SIP,76869.05,2023-11-10,Pending
TXN809004,100035,INV2488,SIP,33587.29,2023-02-02,Unknown
TXN899488,100065,INV7484,Redemption,48717.23,2023-07-11,Unknown
TXN374482,100043,INV7140,SIP,82642.8,2023-02-04,Unknown
TXN536212,100028,INV6440,Redemption,30593.31,2023-01-03,Unknown
TXN561766,100036,INV1594,Redemption,12355.58,2023-09-04,Unknown
TXN344037,100079,INV1325,Lumpsum,14302.85,2023-08-26,Unknown
TXN852836,100087,INV2989,SIP,49034.71,2023-08-13,Pending
TXN132584,100053,INV3103,SIP,79165.21,2023-09-21,Unknown
TXN823265,100058,INV6074,Lumpsum,32593.16,2023-07-23,Rejected
TXN449982,100086,INV7440,Lumpsum,89270.56,2023-08-17,Unknown
TXN228475,100084,INV7013,SIP,21385.11,2023-06-10,Verified
TXN293241,100027,INV7703,SIP,30412.02,2023-10-03,Pending
TXN853940,100041,INV8218,Lumpsum,82510.84,2023-03-18,Verified
TXN413371,100031,INV8151,Lumpsum,86945.55,2023-02-04,Rejected
TXN492506,100078,INV3354,SIP,42565.42,2023-10-19,Verified
TXN153808,100079,INV9148,Redemption,95858.24,2023-03-27,Rejected
TXN161157,100085,INV5522,Redemption,87555.73,2023-09-21,Rejected
TXN632668,100085,INV6566,Lumpsum,83437.84,2023-03-12,Verified
TXN922753,100069,INV2357,SIP,82034.79,2023-04-30,Rejected
TXN913114,100044,INV4334,Lumpsum,15192.24,2023-08-11,Unknown
TXN385815,100082,INV5930,Redemption,65422.15,2023-09-08,Unknown
TXN376873,100033,INV8243,Redemption,12840.47,2023-08-07,Rejected
TXN625361,100027,INV7518,SIP,354.69,2023-09-14,Rejected
TXN698994,100048,INV7330,Redemption,93834.4,2023-07-17,Verified
TXN971888,100051,INV3887,SIP,28724.51,2023-10-06,Rejected
TXN845766,100088,INV3772,Lumpsum,49451.05,2023-07-14,Unknown
TXN152619,100049,INV5931,Lumpsum,51772.18,2023-05-21,Pending
TXN290477,100052,INV6384,Redemption,96577.16,2023-09-21,Unknown
TXN716462,100056,INV5672,SIP,9094.43,2023-06-27,Pending
TXN632204,100033,INV7584,SIP,49398.15,2023-06-30,Pending
TXN355567,100030,INV1820,Redemption,15530.14,2023-12-23,Verified
TXN733123,100068,INV5037,Lumpsum,11102.39,2023-11-20,Rejected
TXN339130,100027,INV7133,Lumpsum,76605.6,2023-08-26,Rejected
TXN923414,100061,INV4196,Lumpsum,46289.61,2023-06-12,Pending
TXN275747,100033,INV6952,Redemption,9095.86,2023-05-07,Verified
TXN259003,100061,INV1766,Lumpsum,5236.1,2023-02-25,Pending
TXN214930,100056,INV1365,Redemption,62666.67,2023-05-29,Rejected
TXN130830,100042,INV5316,Lumpsum,92900.71,2023-10-05,Verified
TXN459017,100067,INV4551,Lumpsum,30582.38,2023-11-26,Pending
TXN644702,100048,INV5653,Redemption,93169.26,2023-10-07,Pending
TXN986035,100055,INV3953,Redemption,8287.5,2023-10-02,Pending
TXN124726,100035,INV6076,SIP,22026.44,2023-07-04,Verified
TXN804562,100043,INV8939,SIP,30800.21,2023-06-07,Rejected
TXN869038,100027,INV3063,SIP,434.45,2023-05-25,Unknown
TXN735954,100065,INV7142,Redemption,92162.6,2023-08-23,Rejected
TXN795031,100044,INV8642,SIP,37420.46,2023-03-22,Unknown
TXN532434,100064,INV2924,Redemption,46263.41,2023-08-23,Rejected
TXN512013,100029,INV1183,Lumpsum,12035.04,2023-03-15,Verified
TXN230067,100077,INV3715,SIP,5279.67,2023-02-18,Unknown
TXN429427,100079,INV9610,Lumpsum,26774.01,2023-11-07,Pending
TXN603397,100036,INV7359,Lumpsum,84341.7,2023-06-13,Rejected
TXN234575,100088,INV3229,SIP,35406.07,2023-04-03,Rejected
TXN849400,100042,INV8030,Lumpsum,60151.68,2023-12-12,Rejected
TXN551061,100067,INV5543,Redemption,67378.33,2023-05-20,Rejected
TXN279461,100029,INV7484,Lumpsum,46107.41,2023-10-08,Pending
TXN963842,100084,INV6199,SIP,26149.1,2023-10-14,Rejected
TXN192705,100059,INV7454,SIP,58554.05,2023-05-18,Verified
TXN860861,100079,INV5585,SIP,16632.44,2023-11-08,Pending
TXN358698,100037,INV2834,Redemption,55718.53,2023-01-15,Rejected
TXN783568,100052,INV5773,Lumpsum,26189.01,2023-08-08,Pending
TXN488324,100034,INV5161,SIP,47778.88,2023-04-19,Pending
TXN987526,100066,INV4917,Redemption,72516.74,2023-09-04,Unknown
TXN964123,100034,INV7880,SIP,68147.2,2023-04-18,Pending
TXN865742,100064,INV2727,Lumpsum,98208.57,2023-10-07,Verified
TXN974915,100067,INV3872,Lumpsum,6111.87,2023-12-17,Pending
TXN371099,100033,INV8928,Redemption,6812.68,2023-06-16,Verified
TXN959823,100065,INV1019,SIP,46565.21,2023-07-08,Unknown
TXN944106,100086,INV8295,Lumpsum,3271.45,2023-08-18,Verified
TXN536358,100062,INV2520,SIP,62980.64,2023-12-09,Unknown
TXN731816,100054,INV3399,Lumpsum,38127.38,2023-04-01,Rejected
TXN263744,100081,INV9897,Lumpsum,24875.23,2023-04-16,Pending
TXN115337,100079,INV9981,Redemption,97929.85,2023-10-09,Verified
TXN624825,100032,INV7834,Lumpsum,75926.21,2023-12-14,Verified
TXN350961,100043,INV3275,Lumpsum,4437.79,2023-08-07,Verified
TXN956481,100063,INV1495,Lumpsum,8690.25,2023-06-01,Verified
TXN581248,100038,INV1292,Redemption,19468.81,2023-04-16,Unknown
TXN261834,100084,INV8283,Redemption,64541.17,2023-06-25,Rejected
TXN935827,100055,INV8528,Lumpsum,22523.99,2023-09-28,Verified
TXN785333,100088,INV8035,Redemption,71641.48,2023-07-10,Verified
TXN922487,100031,INV9987,Redemption,21464.39,2023-03-11,Rejected
TXN449098,100051,INV8928,Lumpsum,78174.93,2023-01-26,Rejected
TXN949654,100027,INV5094,Redemption,56216.66,2023-03-21,Pending
TXN889226,100037,INV4644,SIP,79456.09,2023-06-30,Rejected
TXN416845,100079,INV3002,Redemption,55561.78,2023-09-09,Rejected
TXN679832,100044,INV9335,SIP,27621.14,2023-09-14,Unknown
TXN665596,100054,INV1818,Lumpsum,74368.57,2023-05-24,Verified
TXN823319,100031,INV6418,Lumpsum,24310.21,2023-07-01,Rejected
TXN790921,100031,INV9615,SIP,26935.67,2023-03-22,Pending
TXN765968,100087,INV6910,Lumpsum,81858.11,2023-05-04,Pending
TXN615325,100080,INV5080,Lumpsum,46053.33,2023-04-16,Verified
TXN833982,100033,INV1927,SIP,76553.76,2023-03-02,Rejected
TXN109493,100037,INV1760,Lumpsum,26854.42,2023-05-10,Verified
TXN285785,100032,INV9841,SIP,33873.22,2023-11-06,Rejected
TXN701933,100059,INV4506,Lumpsum,93407.48,2023-10-14,Rejected
TXN669881,100037,INV6129,Redemption,522.29,2023-10-02,Unknown
TXN512174,100085,INV5267,Lumpsum,12140.68,2023-05-10,Rejected
TXN456153,100048,INV9057,SIP,72607.1,2023-07-01,Pending
TXN231264,100027,INV4857,SIP,33328.94,2023-07-07,Pending
TXN428683,100066,INV6535,Lumpsum,81156.05,2023-06-10,Verified
TXN970002,100077,INV7109,SIP,60061.46,2023-12-27,Verified
TXN758337,100038,INV6477,SIP,86034.62,2023-06-06,Pending
TXN781838,100055,INV3576,SIP,82520.38,2023-02-19,Unknown
TXN988576,100043,INV6518,Redemption,69574.22,2023-12-01,Verified
TXN464032,100064,INV6051,Lumpsum,43682.67,2023-10-20,Unknown
TXN871318,100037,INV7858,Lumpsum,52333.16,2023-02-18,Unknown
TXN119866,100032,INV2545,SIP,74299.47,2023-03-15,Verified
TXN423687,100080,INV6015,SIP,10903.8,2023-10-03,Verified
TXN924488,100032,INV5510,Redemption,78431.51,2023-08-05,Rejected
TXN611502,100033,INV9104,Redemption,31443.63,2023-07-07,Rejected
